ROOM_015
CrossPlatformDesktopProject.Obstacles.Transparent,1,1,CrossPlatformDesktopProject.Obstacles.Transparent,1,2
CrossPlatformDesktopProject.Obstacles.Transparent,1,3,CrossPlatformDesktopProject.Obstacles.Transparent,1,4
CrossPlatformDesktopProject.Obstacles.Transparent,1,5,CrossPlatformDesktopProject.Obstacles.Transparent,1,8
CrossPlatformDesktopProject.Obstacles.Transparent,1,9,CrossPlatformDesktopProject.Obstacles.Transparent,1,10
CrossPlatformDesktopProject.Obstacles.Transparent,1,11
CrossPlatformDesktopProject.Obstacles.Transparent,2,1,CrossPlatformDesktopProject.Obstacles.Transparent,3,1
CrossPlatformDesktopProject.Obstacles.Transparent,5,1,CrossPlatformDesktopProject.Obstacles.Transparent,6,1
CrossPlatformDesktopProject.Obstacles.Transparent,7,1,CrossPlatformDesktopProject.Obstacles.Transparent,7,2
CrossPlatformDesktopProject.Obstacles.Transparent,7,3,CrossPlatformDesktopProject.Obstacles.Transparent,7,4
CrossPlatformDesktopProject.Obstacles.Transparent,7,5,CrossPlatformDesktopProject.Obstacles.Transparent,7,8
CrossPlatformDesktopProject.Obstacles.Transparent,7,9,CrossPlatformDesktopProject.Obstacles.Transparent,7,10
CrossPlatformDesktopProject.Obstacles.Transparent,7,11,CrossPlatformDesktopProject.Obstacles.Transparent,7,12
CrossPlatformDesktopProject.Obstacles.Transparent,6,12,CrossPlatformDesktopProject.Obstacles.Transparent,5,12
CrossPlatformDesktopProject.Obstacles.Transparent,3,12,CrossPlatformDesktopProject.Obstacles.Transparent,2,12
CrossPlatformDesktopProject.Obstacles.Transparent,1,12
CrossPlatformDesktopProject.Obstacles.Transparent,3,3,CrossPlatformDesktopProject.Obstacles.Transparent,4,3
CrossPlatformDesktopProject.Obstacles.Transparent,5,3,CrossPlatformDesktopProject.Obstacles.Transparent,6,3
CrossPlatformDesktopProject.Obstacles.Transparent,2,5,CrossPlatformDesktopProject.Obstacles.Transparent,3,5
CrossPlatformDesktopProject.Obstacles.Transparent,4,5,CrossPlatformDesktopProject.Obstacles.Transparent,5,5
CrossPlatformDesktopProject.Obstacles.Transparent,5,6
CrossPlatformDesktopProject.Obstacles.Transparent,3,7,CrossPlatformDesktopProject.Obstacles.Transparent,3,8
CrossPlatformDesktopProject.Obstacles.Transparent,4,8,CrossPlatformDesktopProject.Obstacles.Transparent,5,8
CrossPlatformDesktopProject.Obstacles.Transparent,6,8,CrossPlatformDesktopProject.Obstacles.Transparent,7,8
CrossPlatformDesktopProject.Obstacles.Transparent,2,10,CrossPlatformDesktopProject.Obstacles.Transparent,3,10
CrossPlatformDesktopProject.Obstacles.Transparent,4,10,CrossPlatformDesktopProject.Obstacles.Transparent,5,10
CrossPlatformDesktopProject.NPC.Skeleton,2,2,CrossPlatformDesktopProject.NPC.Skeleton,5,4,CrossPlatformDesktopProject.NPC.Skeleton,2,11
